eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
118.79,0.6930000000000001,627,0.0017973145,0.054382324,2.8415961,-0.0005025598,0.0047149817,0.7161429822444916,21,10752,274.4920475920662,172032
106.18,0.6880000000000002,622,0.00031208084,0.001159668,2.8335001,-0.0011048522,0.0054282523,0.735558271408081,22,11264,287.65095983305946,180224
114.4,0.711,654,0.0006815579,0.017578125,2.8368292,-0.0009248876,0.0055115353,0.7532203793525696,23,11776,300.17018125299364,188416
117.41,0.7000000000000002,652,0.00027645222,0.0014038086,2.8390768,0.00011202165,0.0038331074,0.7849200069904327,24,12288,312.7329710170161,196608
135.82,0.671,644,0.000503468,0.008972168,2.8277755,-0.00046982855,0.0026710834,0.7767251133918762,25,12800,325.4465901700314,204800
108.36,0.7360000000000001,631,0.00077239354,0.026367188,2.8060493,-0.0010825628,0.0025062484,0.8005166351795197,26,13312,338.4120173470583,212992
102.49,0.727,629,0.0011110059,0.023742676,2.8079934,-0.00066308386,0.0015059685,0.8630657941102982,27,13824,351.42352859210223,221184
105.86,0.7310000000000001,627,0.0019180238,0.04473877,2.765923,-0.000592361,0.003307396,0.8124174177646637,28,14336,364.474615534069,229376
90.17,0.7189999999999999,627,0.00050788006,0.00970459,2.8024755,-4.6983623e-06,0.0022405281,0.8723876774311066,29,14848,377.5220077619888,237568
98.7,0.7230000000000001,631,0.0014646895,0.044921875,2.7773507,-0.0006735167,0.0024800014,0.8171444535255432,30,15360,390.493093758123,245760
109.35,0.726,636,0.00069157255,0.016784668,2.771534,-0.00063340925,0.0015941005,0.8683534562587738,31,15872,403.3627066051122,253952
108.69,0.7110000000000001,629,0.0010300553,0.024536133,2.7662685,-0.0001466255,0.0019376806,0.8404650837182999,32,16384,416.3684005511459,262144
95.39,0.742,640,0.0010399907,0.026245117,2.711788,-0.0007788544,0.0021518243,0.8462052941322327,33,16896,429.16891451017,270336
93.33,0.7390000000000002,613,0.0017094015,0.07800293,2.6723554,-0.0007872893,0.0046909563,0.8735495209693909,34,17408,442.5143714211881,278528
103.15,0.7390000000000001,628,0.00040920748,0.0026855469,2.7051327,-0.00021065047,0.0041875974,0.8009050041437149,35,17920,455.5436476210598,286720
90.87,0.746,621,0.0010725015,0.030700684,2.6680987,-0.0009404176,0.007952834,0.7177314162254333,36,18432,468.72017957409844,294912
96.28,0.747,617,0.0007983113,0.013793945,2.6777709,-0.0015965427,0.008409253,0.6757213473320007,37,18944,481.9850123880897,303104
77.97,0.7769999999999999,603,0.0012814914,0.0345459,2.5925097,-0.0015374101,0.007991648,0.7345244884490967,38,19456,495.568776241038,311296
71.57,0.7569999999999999,590,0.0006888956,0.020935059,2.6000369,-0.00048690906,0.00821863,0.7300911843776703,39,19968,509.4438797971234,319488
62.64,0.769,577,0.0020594695,0.106933594,2.5361538,-0.0008422646,0.0076469723,0.7987397462129593,40,20480,523.6321452651173,327680
52.44,0.7690000000000002,560,0.0010667882,0.019104004,2.5340068,-6.89764e-05,0.004920464,0.8747753947973251,41,20992,538.2442027099896,335872
38.72,0.7690000000000002,545,0.002449099,0.13531494,2.4331522,-0.0014622131,0.0072780666,0.9026950150728226,42,21504,553.270100090187,344064
37.02,0.767,515,0.0016292619,0.07952881,2.4320164,-0.0010837503,0.0061504818,0.8931071758270264,43,22016,569.1729541311506,352256
32.75,0.762,496,0.00097158784,0.024230957,2.3789315,-0.0007793937,0.0032836932,0.9113406091928482,44,22528,585.6822121441364,360448
40.4,0.7850000000000001,512,0.0014836518,0.042785645,2.3924558,-0.0014521884,0.0034262552,0.9136296138167381,45,23040,601.6655476980377,368640
35.63,0.778,502,0.0016938379,0.06225586,2.3856907,-0.0009147349,0.0047079544,0.8605467528104782,46,23552,617.9618881880306,376832
38.5,0.789,509,0.0004842556,0.0052490234,2.3650956,-0.00019757949,0.0056808447,0.8970495015382767,47,24064,634.0427265369799,385024
32.58,0.7870000000000001,525,0.0008523596,0.022277832,2.352139,-0.0009469753,0.0045027956,0.9244253858923912,48,24576,649.6330306290183,393216
38.32,0.795,519,0.0013978693,0.020690918,2.3683944,-0.00048209808,0.004959707,0.9249524623155594,49,25088,665.4156403420493,401408
37.13,0.8010000000000003,529,0.0013740428,0.037109375,2.3518376,-0.001061489,0.0022582547,0.922772079706192,50,25600,680.8767321850173,409600
31.84,0.7930000000000003,503,0.00056340685,0.0146484375,2.3518357,-0.0002773116,0.0035157828,0.9038587287068367,51,26112,697.1386092251632,417792
33.61,0.799,505,0.00054549694,0.0037231445,2.3412144,-0.00023603317,0.006109821,0.9150910452008247,52,26624,713.3472167821601,425984
29.35,0.786,495,0.0011375048,0.0345459,2.3295124,-0.00048060628,0.0038071668,0.9115099906921387,53,27136,729.8758637669962,434176
36.15,0.8150000000000002,511,0.00075849175,0.015686035,2.3202143,-0.0004111763,0.00820202,0.8966388925909996,54,27648,745.8817993190605,442368
34.45,0.8190000000000002,509,0.0014559152,0.045166016,2.3473725,-0.0005784995,0.0035064959,0.9005353599786758,55,28160,761.9465575180948,450560
37.73,0.8350000000000003,516,0.0027544498,0.124572754,2.2897377,-1.4652323e-06,0.005265086,0.9047331362962723,56,28672,777.8199982291553,458752
34.47,0.813,510,0.0011991311,0.032287598,2.3005688,3.0870142e-05,0.0054561445,0.8987540081143379,57,29184,793.8618796600495,466944
34.35,0.8260000000000001,507,0.0011598939,0.026428223,2.2541633,-0.00021899809,0.008690002,0.8919610008597374,58,29696,810.0041884791572,475136
36.78,0.8400000000000002,515,0.0012448342,0.03778076,2.2788062,-0.00091689336,0.0077728303,0.9088320955634117,59,30208,825.9009105181322,483328
39.01,0.8360000000000001,529,0.001584128,0.07861328,2.2726188,-0.0005759173,0.0045742774,0.8933002054691315,60,30720,841.385756488191,491520
44.49,0.8300000000000002,540,0.001201471,0.041748047,2.285417,-0.000570153,0.0057328385,0.9187540635466576,61,31232,856.5287832070608,499712
39.78,0.8250000000000002,525,0.00047299318,0.010803223,2.2906747,-0.00071616226,0.0064160796,0.8985092714428902,62,31744,872.1165276260581,507904
44.64,0.8210000000000004,540,0.00033431198,0.0052490234,2.3041694,-0.00023806162,0.0053698868,0.9133498147130013,63,32256,887.2694819150493,516096
44.81,0.8280000000000001,555,0.00066253013,0.016723633,2.2732155,-0.00092300994,0.005455032,0.9172871112823486,64,32768,902.0094517490361,524288
